model,target,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95,n_test_mean
gpr,pIC50,275,10,0.8419909043896687,0.0257279718883392,0.0159463621858113,0.661249680338216,0.0215649500394858,0.0133660945114926,0.7797006429880836,0.0160004765877221,0.0099171981344185,0.5933722239864736,0.0227847602540449,0.0141221407153571,1138.0
gpr,pIC50,300,10,0.8276905884526637,0.0227713578713781,0.0141138338325182,0.6474349406649768,0.0186722052259163,0.0115731527005909,0.7858035641035148,0.0134285117460797,0.0083230778099715,0.6057630878177376,0.0192144223499767,0.0119092223558727,1113.0
gpr,pIC50,325,10,0.821397540435324,0.0224786618049539,0.013932418931032,0.6420864644254687,0.0187189107662199,0.0116021010943857,0.7888281312891517,0.0137243665327647,0.0085064505065587,0.6102309042229761,0.0202657950290977,0.0125608698936691,1088.0
gpr,pIC50,350,10,0.8023039226112137,0.0176898802065321,0.0109643013456815,0.626639971691775,0.0179275148438962,0.0111115888198652,0.798633977533082,0.00894138449764,0.0055419275277811,0.6276457671703698,0.0169610494480713,0.0105125673614788,1063.0
gpr,pIC50,375,10,0.7954175461074544,0.0120379791232698,0.0074612167611975,0.6215173251109954,0.0133571818008638,0.0082788670518891,0.8012624378106257,0.0062024569336145,0.0038443226358678,0.63281584532814,0.0110725735963844,0.0068628522163856,1038.0
gpr,pIC50,400,10,0.7865255362960987,0.0130595382391479,0.0080943856610513,0.6144158510346228,0.0143440889002388,0.0088905584094001,0.8043046894269436,0.007417491613615,0.0045974089327473,0.6377024343773356,0.0123566431667681,0.0076587267816248,1013.0
gpr,pIC50,425,10,0.7790583948367054,0.0121228442819934,0.0075138167315269,0.6082130003100106,0.0147309063728021,0.0091303103628018,0.8062004840259995,0.0065113878317676,0.0040357999903098,0.6389341834933854,0.0124237207663854,0.0077003019085992,988.0
gpr,pIC50,450,10,0.7745224246480596,0.0088890796017632,0.0055095086174463,0.6063154724450925,0.0082168295566758,0.0050928437227195,0.8072038937490877,0.0060407775327937,0.0037441127050321,0.6407041707786796,0.010706978314334,0.0066362539129398,963.0
gpr,pIC50,475,10,0.7745970440178603,0.0053433233147454,0.0033118261020581,0.6056823431340035,0.0037777715775415,0.0023414870823161,0.8053644269895734,0.0046484603022859,0.0028811455449472,0.637112329319334,0.0085227393584841,0.0052824485822473,938.0
gpr,pIC50,500,10,0.7684530471648942,0.0094719555473184,0.005870778871377,0.6013083589310048,0.0072978556976051,0.0045232578237751,0.8068231421077561,0.0043980336980435,0.0027259295275502,0.6377678917765562,0.0078067253073998,0.0048386584755776,913.0
gps,pIC50,50,10,1.3120468084901762,0.0648528617451645,0.0401962201553655,1.0770085605408726,0.076680869041159,0.0475272950297062,0.2828798674046993,0.147293872256091,0.0912936878561658,0.0360939383506774,0.0913662699244502,0.0566294007979006,1363.0
